form	lemma	id	pos	pers	num	tense	mood	voice	gend	case	degree
εὖ	εὖ	1	d	-	-	-	-	-	-	-	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
οἶδ̓	οἶδα	3	v	3	s	r	i	a	-	-	-
ὅτι	ὅτι	4	c	-	-	-	-	-	-	-	-
,	,	5	u	-	-	-	-	-	-	-	-
εἰ	εἰ	6	c	-	-	-	-	-	-	-	-
τὴν	ὁ	7	l	-	s	-	-	-	f	a	-
αὐτὴν	αὐτός	8	a	-	s	-	-	-	f	a	-
γνώμην	γνώμη	9	n	-	s	-	-	-	f	a	-
περὶ	περί	10	r	-	-	-	-	-	-	-	-
τῶν	ὁ	11	l	-	p	-	-	-	m	g	-
ἄλλων	ἄλλος	12	p	-	p	-	-	-	m	g	-
ἔχοιτε	ἔχω	13	v	2	p	p	o	a	-	-	-
,	,	14	u	-	-	-	-	-	-	-	-
ἥνπερ	ὅς	15	p	-	s	-	-	-	f	a	-
περὶ	περί	16	r	-	-	-	-	-	-	-	-
ὑμῶν	σύ	17	p	2	p	-	-	-	m	g	-
αὐτῶν	αὐτός	18	a	-	p	-	-	-	m	g	-
,	,	19	u	-	-	-	-	-	-	-	-
οὐκ	οὐ	20	d	-	-	-	-	-	-	-	-
ἂν	ἄν	21	d	-	-	-	-	-	-	-	-
εἴη	εἰμί	22	v	3	s	p	o	a	-	-	-
·	·	23	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
ταῦτα	οὗτος	2	p	-	p	-	-	-	n	n	-
οὐκ	οὐ	3	d	-	-	-	-	-	-	-	-
ἂν	ἄν	4	d	-	-	-	-	-	-	-	-
εἴη	εἰμί	5	v	3	s	p	o	a	-	-	-
μόνον	μόνος	6	a	-	s	-	-	-	n	a	-
παῤ	παρά	7	r	-	-	-	-	-	-	-	-
ὑμῖν	σύ	8	p	2	p	-	-	-	m	d	-
οὕτως	οὕτως	9	d	-	-	-	-	-	-	-	-
ἐγνωσμένα	γιγνώσκω	10	v	-	p	r	p	-	n	n	-
,	,	11	u	-	-	-	-	-	-	-	-
ἀλλ̓	ἀλλά	12	c	-	-	-	-	-	-	-	-
ἐν	ἐν	13	r	-	-	-	-	-	-	-	-
ἁπάσῃ	ἅπας	14	a	-	s	-	-	-	f	d	-
τῇ	ὁ	15	l	-	s	-	-	-	f	d	-
Ἑλλάδι	Ἑλλάς	16	n	-	s	-	-	-	f	d	-
·	·	17	u	-	-	-	-	-	-	-	-

ἐγὼ	ἐγώ	1	p	1	s	-	-	-	m	n	-
γάρ	γάρ	2	d	-	-	-	-	-	-	-	-
,	,	3	u	-	-	-	-	-	-	-	-
ὦ	ὦ	4	i	-	-	-	-	-	-	-	-
Ἀθηναῖοι	Ἀθηναῖος	5	n	-	p	-	-	-	m	v	-
,	,	6	u	-	-	-	-	-	-	-	-
ἐπειδὴ	ἐπεί	7	c	-	-	-	-	-	-	-	-
ἔδοξέ	δοκέω	8	v	3	s	a	i	a	-	-	-
μοι	ἐγώ	9	p	1	s	-	-	-	m	d	-
γῆμαι	γαμέω	10	v	-	-	a	n	a	-	-	-
καὶ	καί	11	c	-	-	-	-	-	-	-	-
γυναῖκα	γυνή	12	n	-	s	-	-	-	f	a	-
ἠγαγόμην	ἄγω	13	v	1	s	a	i	m	-	-	-
εἰς	εἰς	14	r	-	-	-	-	-	-	-	-
τὴν	ὁ	15	l	-	s	-	-	-	f	a	-
οἰκίαν	οἰκία	16	n	-	s	-	-	-	f	a	-
,	,	17	u	-	-	-	-	-	-	-	-
τὸν	ὁ	18	l	-	s	-	-	-	m	a	-
μὲν	μέν	19	d	-	-	-	-	-	-	-	-
ἄλλον	ἄλλος	20	a	-	s	-	-	-	m	a	-
χρόνον	χρόνος	21	n	-	s	-	-	-	m	a	-
οὕτω	οὕτως	22	d	-	-	-	-	-	-	-	-
διεκείμην	διάκειμαι	23	v	1	s	i	i	e	-	-	-
ὥστε	ὥστε	24	c	-	-	-	-	-	-	-	-
-τε	τε	25	d	-	-	-	-	-	-	-	-
μή	μή	26	d	-	-	-	-	-	-	-	-
λυπεῖν	λυπέω	27	v	-	-	p	n	a	-	-	-
-τε	τε	28	c	-	-	-	-	-	-	-	-
μή	μή	29	d	-	-	-	-	-	-	-	-
λίαν	λίαν	30	d	-	-	-	-	-	-	-	-
ἐπ̓	ἐπί	31	r	-	-	-	-	-	-	-	-
ἐκείνῃ	ἐκεῖνος	32	p	-	s	-	-	-	f	d	-
εἶναι	εἰμί	33	v	-	-	p	n	a	-	-	-
ὅ	ὅς	34	p	-	s	-	-	-	n	a	-
τι	τις	35	p	-	s	-	-	-	n	a	-
ἂν	ἄν	36	d	-	-	-	-	-	-	-	-
ἐθέλῃ	ἐθέλω	37	v	3	s	p	s	a	-	-	-
ποιεῖν	ποιέω	38	v	-	-	p	n	a	-	-	-
,	,	39	u	-	-	-	-	-	-	-	-
ἐφύλαττόν	φυλάσσω	40	v	1	s	i	i	a	-	-	-
τε	τε	41	c	-	-	-	-	-	-	-	-
ὡς	ὡς	42	c	-	-	-	-	-	-	-	-
οἷόν	οἷος	43	a	-	s	-	-	-	n	n	-
τε	τε	44	d	-	-	-	-	-	-	-	-
ἦν	εἰμί	45	v	3	s	i	i	a	-	-	-
,	,	46	u	-	-	-	-	-	-	-	-
καὶ	καί	47	c	-	-	-	-	-	-	-	-
προσεῖχον	προσέχω	48	v	1	s	i	i	a	-	-	-
τὸν	ὁ	49	l	-	s	-	-	-	m	a	-
νοῦν	νόος	50	n	-	s	-	-	-	m	a	-
